Date,Time,Bag#,CO2 (%),Temperature (deg C)
7/7/2022,11:42:59 AM,Zeroing,NA,35.84
7/7/2022,11:43:00 AM,Zeroing,NA,35.823
7/7/2022,11:43:01 AM,Zeroing,NA,35.864
7/7/2022,11:43:02 AM,Zeroing,NA,35.84
7/7/2022,11:43:03 AM,Zeroing,NA,35.864
7/7/2022,11:43:04 AM,Zeroing,NA,35.815
7/7/2022,11:43:05 AM,Zeroing,NA,35.889
7/7/2022,11:43:06 AM,Zeroing,NA,35.815
7/7/2022,11:43:07 AM,Zeroing,NA,35.898
7/7/2022,11:43:08 AM,Zeroing,NA,35.906
7/7/2022,11:43:09 AM,Zeroing,NA,35.864
7/7/2022,11:43:10 AM,Zeroing,NA,35.889
7/7/2022,11:43:11 AM,Zeroing,NA,35.881
7/7/2022,11:43:12 AM,Zeroing,NA,35.856
7/7/2022,11:43:13 AM,Zeroing,NA,35.823
7/7/2022,11:43:14 AM,Zeroing,NA,35.922
7/7/2022,11:43:15 AM,Zeroing,NA,35.964
7/7/2022,11:43:16 AM,Zeroing,NA,35.823
7/7/2022,11:43:17 AM,Zeroing,NA,35.931
7/7/2022,11:43:18 AM,Zeroing,NA,35.922
7/7/2022,11:43:19 AM,Zeroing,NA,35.956
7/7/2022,11:43:20 AM,Zeroing,NA,35.898
7/7/2022,11:43:21 AM,Zeroing,NA,35.881
7/7/2022,11:43:22 AM,Zeroing,NA,35.889
7/7/2022,11:43:23 AM,Zeroing,NA,35.931
7/7/2022,11:43:24 AM,Zeroing,NA,35.947
7/7/2022,11:43:25 AM,Zeroing,NA,35.922
7/7/2022,11:43:26 AM,Zeroing,NA,35.931
7/7/2022,11:43:27 AM,Zeroing,NA,35.972
7/7/2022,11:43:28 AM,Zeroing,NA,35.906
7/7/2022,11:43:29 AM,Zeroing,NA,35.972
7/7/2022,11:43:30 AM,Zeroing,NA,35.981
7/7/2022,11:43:31 AM,Zeroing,NA,35.922
7/7/2022,11:43:32 AM,Zeroing,NA,36.005
7/7/2022,11:43:33 AM,Zeroing,NA,35.989
7/7/2022,11:43:34 AM,Zeroing,NA,35.997
7/7/2022,11:43:35 AM,Zeroing,NA,36.088
7/7/2022,11:43:36 AM,Zeroing,NA,35.947
7/7/2022,11:43:37 AM,Zeroing,NA,36.005
