DateTime,Latitude [deg],Longitude [deg],Altitude [m],GPS Speed [km.h-1],Vehicle Speed [km.h-1],Engine Speed [rpm],Acceleration [m.s-2],Fuel Rate [l.h-1],Intake Air Temperature [c],Mass Air Flow Rate [g.s-1],Intake Manifold Absolute Pressure [kpa],Barometric Pressure [kpa],Phi,Ambient Air Temperature [c],CO2 Conc. [%],Temperature [c],Slope [%],Fuel Rate1 [g.s-1],Fuel Rate2 [g.s-1],CO2 Conc. [ppm],CO2 Conc. [mg.m-3],CO2 Rate [kg.s-1],CO2 Rate [g.s-1]
2019-07-15 14:08:36,45.53733000000033,-73.58384710835804,53.789098032922546,1.305716329497711,25.0,999.75,0.2430546,2.582472,41.0,7.76,31.81478,101.0,0.999424,13.0,16.86,37.4,-0.028128297149435287,0.5150596933333333,0.5275870911564626,168600.0,290478.35963101464,0.00174345430484699,1.7434543048469902
2019-07-15 14:08:37,45.53733,-73.58384999991686,53.73538154434808,0.8356586388696537,16.0,814.0,-0.3603695,1.703899,41.0,5.12,28.41344,101.0,0.999424,13.0,16.73,37.5,-0.028128297149435287,0.33983318944444446,0.3480986993197279,167300.0,288145.7790570411,0.0011410831377307222,1.1410831377307222
2019-07-15 14:08:38,45.53733,-73.58384999991868,53.7353815107753,5.22124559221528e-07,0.0,734.75,-0.549971,1.703899,41.0,4.55,31.01217,101.0,0.999424,13.0,16.7,37.5,-0.028128297149435287,0.33983318944444446,0.30934552380952385,167000.0,287629.0801107343,0.001012230114087587,1.0122301140875871
2019-07-15 14:08:39,45.53733,-73.58384999992049,53.73538147720251,5.223284235296861e-07,0.0,734.75,-0.549971,1.703899,41.0,4.55,31.01217,101.0,0.999424,13.0,16.87,37.4,-0.028128297149435287,0.33983318944444446,0.30934552380952385,168700.0,290650.6481005466,0.0010228636776684098,1.02286367766841
2019-07-15 14:08:40,45.53732999999999,-73.5838499999223,53.73538144362973,5.223284176108145e-07,0.0,734.75,-0.549971,1.703899,41.0,4.55,31.01217,101.0,0.999424,13.0,16.88,37.5,-0.028128297149435287,0.33983318944444446,0.30934552380952385,168800.0,290729.2737885746,0.0010231403787903277,1.0231403787903277
2019-07-15 14:08:41,45.53732999999999,-73.5838499999241,53.735381410056945,5.223284176108145e-07,0.0,734.75,-0.549971,1.703899,41.0,4.55,31.01217,101.0,0.999424,13.0,16.89,37.5,-0.028128297149435287,0.33983318944444446,0.30934552380952385,168900.0,290901.5067706768,0.0010237465046071465,1.0237465046071466
2019-07-15 14:08:42,45.53733,-73.5838499999259,53.735381376484156,5.22339183897907e-07,0.0,720.0,-0.1896016,2.123218,41.0,6.38,48.17551,101.0,0.999424,13.0,16.85,37.4,-0.028128297149435287,0.42346403444444447,0.4337636136054422,168500.0,290306.07116148254,0.0014325568365768883,1.4325568365768881
2019-07-15 14:08:43,45.53733,-73.58384999992771,53.735381342911374,5.22124559221528e-07,0.0,727.25,-8.604228e-16,1.933526,41.0,5.81,44.77018,101.0,0.999424,13.0,16.87,37.5,-0.028128297149435287,0.3856310188888889,0.3950104380952381,168700.0,290557.04080647236,0.0013056975845661726,1.3056975845661725
2019-07-15 14:08:44,45.53733,-73.58384999992951,53.73538130933859,5.223284176108145e-07,0.0,727.25,-8.604228e-16,1.933526,41.0,5.81,44.77018,101.0,0.999424,13.0,16.81,37.4,-0.028128297149435287,0.3856310188888889,0.3950104380952381,168100.0,289616.91728335444,0.001301472882215399,1.301472882215399
2019-07-15 14:08:45,45.53733,-73.58384999993132,53.7353812757658,5.223284235296861e-07,0.0,727.25,-8.604228e-16,1.933526,41.0,5.81,44.77018,101.0,0.999424,13.0,16.88,37.5,-0.028128297149435287,0.3856310188888889,0.3950104380952381,168800.0,290729.2737885746,0.0013064715606091876,1.3064715606091877
2019-07-15 14:08:46,45.53733,-73.58384999993314,53.73538124219302,5.223284176108145e-07,0.0,727.25,-8.604228e-16,1.933526,41.0,5.81,44.77018,101.0,0.999424,13.0,16.88,37.5,-0.028128297149435287,0.3856310188888889,0.3950104380952381,168800.0,290729.2737885746,0.0013064715606091876,1.3064715606091877
2019-07-15 14:08:47,45.53732999999999,-73.58384999993494,53.73538120862024,5.22124559221528e-07,0.0,735.25,-8.604228e-16,1.866968,41.0,5.61,42.79809,101.0,0.999424,13.0,16.72,37.5,-0.028128297149435287,0.3723563955555555,0.38141283265306125,167200.0,287973.54607493884,0.0012495410267463897,1.2495410267463898
2019-07-15 14:08:48,45.53732999999999,-73.58384999993675,53.73538117504745,5.223284235296861e-07,0.0,722.0,-8.604228e-16,1.933526,41.0,5.81,43.84159,101.0,0.999424,13.0,16.81,37.5,-0.028128297149435287,0.3856310188888889,0.3950104380952381,168100.0,289523.642913859,0.0013010537283080833,1.3010537283080832
2019-07-15 14:08:49,45.53733,-73.58384999993855,53.73538114147467,5.223391779791573e-07,0.0,722.0,-8.604228e-16,1.933526,41.0,5.81,43.84159,101.0,0.999424,13.0,16.85,37.5,-0.028128297149435287,0.3856310188888889,0.3950104380952381,168500.0,290212.5748422679,0.0013041496324801426,1.3041496324801425
2019-07-15 14:08:50,45.53733,-73.58384999994036,53.73538110790189,5.223284176108145e-07,0.0,758.25,-8.604228e-16,1.55747,41.0,4.68,35.96283,101.0,0.999424,13.0,16.84,37.5,-0.028128297149435287,0.31062873888888887,0.31818396734693877,168400.0,290040.3418601657,0.001049879186252282,1.0498791862522818
2019-07-15 14:08:51,45.53733,-73.58384999994216,53.7353810743291,5.223284235296861e-07,0.0,758.25,-8.604228e-16,1.55747,41.0,4.68,35.96283,101.0,0.999424,13.0,16.68,37.5,-0.028128297149435287,0.31062873888888887,0.31818396734693877,166800.0,287284.6141465299,0.0010399040870954907,1.0399040870954908
2019-07-15 14:08:52,45.53733,-73.58384999994396,53.735381040756316,5.22124559221528e-07,0.0,758.25,-8.604228e-16,1.55747,41.0,4.68,35.96283,101.0,0.999424,13.0,16.85,37.5,-0.028128297149435287,0.31062873888888887,0.31818396734693877,168500.0,290212.5748422679,0.0010505026299495815,1.0505026299495814
2019-07-15 14:08:53,45.53733,-73.58384999994577,53.735381007183534,5.223284176108145e-07,0.0,720.25,-8.604228e-16,1.454304,41.0,4.37,31.97527,101.0,0.999424,13.0,16.89,37.5,-0.028128297149435287,0.29005285333333336,0.29710767891156464,168900.0,290901.5067706768,0.0009832466428864243,0.9832466428864244
2019-07-15 14:08:54,45.53733,-73.58384999994759,53.735380973610745,5.223284235296861e-07,0.0,720.25,-8.604228e-16,1.454304,41.0,4.37,31.97527,101.0,0.999424,13.0,16.9,37.5,-0.028128297149435287,0.29005285333333336,0.29710767891156464,169000.0,291073.7397527791,0.000983828790099501,0.983828790099501
2019-07-15 14:08:55,45.53733,-73.58384999994941,53.73538094003796,5.223391779791573e-07,0.0,667.75,-8.604228e-16,1.900247,41.0,5.71,43.98434,101.0,0.999424,13.0,16.9,37.5,-0.028128297149435287,0.3789937072222222,0.3882116353741497,169000.0,291073.7397527791,0.0012855062680705148,1.285506268070515
2019-07-15 14:08:56,45.53733,-73.58384999995121,53.73538090646518,5.223284176108145e-07,0.0,710.5,-8.604228e-16,1.850328,41.0,5.56,46.19619,101.0,0.999424,13.0,16.9,37.5,-0.028128297149435287,0.36903764,0.37801343129251697,169000.0,291073.7397527791,0.0012517364011334611,1.251736401133461
2019-07-15 14:08:57,45.53733,-73.58384999995302,53.73538087289239,5.221245651427107e-07,0.0,710.5,-8.604228e-16,1.850328,41.0,5.56,46.19619,101.0,0.999424,13.0,16.9,37.5,-0.028128297149435287,0.36903764,0.37801343129251697,169000.0,291073.7397527791,0.0012517364011334611,1.251736401133461
2019-07-15 14:08:58,45.53733,-73.58384999995482,53.73538083931961,5.223284176108145e-07,0.0,710.5,-8.604228e-16,1.850328,41.0,5.56,46.19619,101.0,0.999424,13.0,16.9,37.5,-0.028128297149435287,0.36903764,0.37801343129251697,169000.0,291073.7397527791,0.0012517364011334611,1.251736401133461
2019-07-15 14:08:59,45.53733,-73.58384999995663,53.73538080574682,5.223284235296861e-07,0.0,710.5,-8.604228e-16,1.850328,41.0,5.56,46.19619,101.0,0.999424,13.0,16.9,37.5,-0.028128297149435287,0.36903764,0.37801343129251697,169000.0,291073.7397527791,0.0012517364011334611,1.251736401133461
2019-07-15 14:09:00,45.53733,-73.58384999995843,53.73538077217404,5.223284176108145e-07,0.0,724.25,-8.604228e-16,1.953494,41.0,5.87,45.83732,101.0,0.999424,13.0,16.9,37.5,-0.028128297149435287,0.38961352555555556,0.39908971972789115,169000.0,291073.7397527791,0.001321527459470039,1.321527459470039
2019-07-15 14:09:01,45.53733,-73.58384999996024,53.73538073860126,5.223391779791573e-07,0.0,724.25,-8.604228e-16,1.953494,41.0,5.87,45.83732,101.0,0.999424,13.0,16.89,37.5,-0.028128297149435287,0.38961352555555556,0.39908971972789115,168900.0,290901.5067706768,0.0013207454905591097,1.3207454905591098
2019-07-15 14:09:02,45.53733,-73.58384999996204,53.73538070502847,5.221245651427107e-07,0.0,731.25,-8.604228e-16,1.900247,41.0,5.71,43.74141,101.0,0.999424,13.0,16.87,37.5,-0.028128297149435287,0.3789937072222222,0.3882116353741497,168700.0,290557.04080647236,0.0012832243042810406,1.2832243042810405
2019-07-15 14:09:03,45.53733,-73.58384999996386,53.73538067145569,5.223284176108145e-07,0.0,731.25,-8.604228e-16,1.900247,41.0,5.71,43.74141,101.0,0.999424,13.0,16.61,37.5,-0.028128297149435287,0.3789937072222222,0.3882116353741497,166100.0,286078.98327181424,0.0012634472847722637,1.2634472847722638
2019-07-15 14:09:04,45.53733,-73.58384999996566,53.735380637882905,5.223284176108145e-07,0.0,731.25,-8.604228e-16,1.900247,41.0,5.71,43.74141,101.0,0.999424,13.0,16.69,37.5,-0.028128297149435287,0.3789937072222222,0.3882116353741497,166900.0,287456.84712863213,0.001269532521544195,1.269532521544195
2019-07-15 14:09:05,45.53733,-73.58384999996747,53.735380604310116,5.223284235296861e-07,0.0,731.25,-8.604228e-16,1.900247,41.0,5.71,43.74141,101.0,0.999424,13.0,16.73,37.6,-0.028128297149435287,0.3789937072222222,0.3882116353741497,167300.0,288053.0083619164,0.0012721654248174978,1.2721654248174978
2019-07-15 14:09:06,45.53733,-73.58384999996927,53.735380570737334,5.223284176108145e-07,0.0,720.5,-8.604228e-16,1.916886,41.0,5.76,43.70205,101.0,0.999424,13.0,16.77,37.6,-0.028128297149435287,0.3823122633333334,0.3916110367346939,167700.0,288741.71848352294,0.0012863735002437097,1.2863735002437098
2019-07-15 14:09:07,45.53732999999999,-73.58384999997108,53.73538053716455,5.22124559221528e-07,0.0,720.5,-8.604228e-16,1.916886,41.0,5.76,43.70205,101.0,0.999424,13.0,16.59,37.5,-0.028128297149435287,0.3823122633333334,0.3916110367346939,165900.0,285734.5173076097,0.0012729761154705176,1.2729761154705175
